Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila,Colima,Chiapas,Chihuahua,Ciudad de México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas
2020-03-09,9,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020-03-10,16,0,0,0,0,1,0,1,0,6,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0
2020-03-11,38,0,1,0,0,1,0,1,0,19,1,0,0,0,1,3,0,0,0,5,0,1,3,0,0,1,0,0,0,0,0,1,0
2020-03-12,60,0,1,0,1,1,0,1,0,34,1,0,0,0,4,3,0,0,0,5,0,2,4,0,0,1,0,0,0,0,0,2,0
2020-03-13,115,0,1,0,1,1,0,1,0,58,2,1,2,0,6,13,0,0,0,10,2,6,6,0,2,1,0,0,0,0,0,2,0
2020-03-14,163,1,1,0,1,1,1,1,1,83,3,1,2,0,11,15,0,0,0,16,2,8,7,3,2,1,0,0,0,0,0,2,0
2020-03-15,191,1,1,0,1,1,1,1,1,96,3,3,2,0,12,17,0,0,0,16,2,10,7,3,2,1,1,0,1,0,2,6,0
2020-03-16,245,1,2,0,1,1,2,1,1,116,3,5,3,0,23,21,0,0,0,22,2,11,7,6,3,1,1,0,2,0,2,8,0
2020-03-17,323,1,5,0,1,3,2,1,1,149,3,5,5,2,28,23,0,1,0,28,2,14,9,10,7,2,2,1,2,0,2,14,0
2020-03-18,412,3,8,1,1,5,2,2,2,180,4,6,6,2,45,25,1,2,1,37,2,17,11,10,7,2,3,3,2,0,8,14,0
2020-03-19,498,4,10,1,1,8,2,2,3,217,4,6,6,2,53,29,1,2,2,41,2,22,14,14,10,2,3,5,3,0,13,16,0
2020-03-20,577,6,13,1,1,11,2,2,5,235,4,9,6,4,56,37,3,2,2,53,2,27,15,16,13,2,4,7,4,0,14,20,1
2020-03-21,623,7,14,2,1,11,2,2,6,239,4,20,7,7,57,38,8,2,2,56,3,29,16,19,16,2,5,7,4,0,15,20,2
2020-03-22,651,8,16,2,1,11,2,2,6,244,4,21,7,7,59,39,8,2,2,59,4,30,16,21,17,2,5,7,5,0,15,26,3
2020-03-23,738,12,21,6,1,11,2,3,6,260,4,27,8,9,66,42,10,4,3,63,6,37,18,24,18,4,5,8,6,2,19,30,3
2020-03-24,844,12,23,8,1,15,2,3,7,279,5,27,8,9,72,58,13,6,5,68,7,47,22,29,18,6,7,18,6,3,19,37,4
2020-03-25,935,27,28,8,1,15,2,5,7,289,5,30,10,10,78,75,14,6,5,68,10,52,24,34,18,10,9,21,6,3,21,40,4
2020-03-26,1036,30,37,9,2,17,2,5,7,309,5,35,12,13,84,95,17,6,5,69,13,60,24,38,19,12,9,26,6,3,23,40,4
2020-03-27,1157,36,44,12,5,22,2,10,7,327,5,38,14,15,89,118,18,6,5,76,14,63,25,40,23,16,10,36,7,4,23,42,5
2020-03-28,1227,41,48,14,5,25,2,10,8,352,5,40,15,15,89,124,18,6,5,78,15,72,25,43,23,17,10,37,8,4,23,44,6
2020-03-29,1311,43,57,14,5,40,2,10,9,375,5,41,16,16,89,127,20,6,5,81,17,75,26,43,27,19,10,45,9,4,24,45,6
2020-03-30,1510,47,76,27,5,54,2,11,9,417,7,44,18,21,95,160,20,6,5,82,19,83,27,58,30,25,11,50,13,5,26,51,6
2020-03-31,1679,48,101,34,5,63,2,13,9,445,9,45,21,25,98,180,23,7,7,82,24,99,31,64,32,31,14,60,17,5,27,52,6
2020-04-01,1831,48,129,38,5,78,4,15,10,477,10,45,23,26,99,195,23,10,7,83,25,106,34,73,32,36,14,65,21,8,31,55,6
2020-04-02,1982,48,144,48,5,90,4,17,10,508,10,46,24,27,104,214,23,15,7,87,25,115,35,80,32,46,15,77,21,8,33,57,7
2020-04-03,2167,48,165,63,5,112,4,22,10,547,10,47,25,28,115,230,24,15,7,88,26,125,35,87,32,51,16,94,24,8,36,61,7
2020-04-04,2245,48,169,68,5,122,4,23,11,559,10,48,25,29,116,242,24,16,10,91,28,129,36,88,34,52,20,96,26,10,37,62,7
2020-04-05,2315,50,176,70,8,124,4,24,11,573,10,49,25,30,116,250,26,17,10,93,28,132,36,90,35,55,21,99,29,13,38,65,8
2020-04-06,2604,53,211,88,10,142,4,28,14,631,10,55,31,30,119,280,27,21,11,102,33,143,37,108,37,68,29,103,37,19,42,72,9
2020-04-07,2835,54,225,109,10,147,4,29,14,711,10,60,39,31,124,301,30,24,12,106,33,147,40,115,40,77,34,112,40,24,46,78,9
2020-04-08,3133,55,267,131,10,158,4,31,16,786,10,64,44,31,129,337,30,26,13,114,35,164,41,133,41,87,41,124,43,30,47,82,9
2020-04-09,3316,55,286,150,12,161,4,33,17,854,10,64,47,31,133,344,37,29,15,114,35,169,42,138,44,93,43,130,44,31,53,89,9
2020-04-10,3522,57,304,155,12,169,4,34,19,929,10,65,50,34,139,365,38,30,15,132,36,170,43,149,45,104,45,133,46,34,57,90,9
2020-04-11,3680,57,322,159,27,175,4,34,21,981,10,68,53,34,143,369,39,30,17,137,37,175,45,153,46,108,47,138,46,41,59,94,11
2020-04-12,3829,58,336,161,32,180,4,34,21,1033,10,68,60,39,146,371,39,31,17,149,38,175,45,159,46,113,47,158,48,42,63,95,11
2020-04-13,4200,63,361,164,33,188,4,39,28,1181,10,68,70,41,154,410,50,33,18,151,41,181,49,166,47,137,58,173,50,46,69,106,11
2020-04-14,4533,63,410,166,38,190,4,41,30,1336,10,70,70,42,154,434,58,38,18,151,41,187,51,168,47,156,61,185,57,52,74,119,12
2020-04-15,4817,69,414,166,38,198,4,44,33,1447,10,79,73,44,156,452,63,41,18,159,43,195,53,174,49,183,69,197,65,54,78,133,16
2020-04-16,5013,70,414,168,40,202,4,46,36,1542,10,89,74,45,156,464,65,43,19,159,45,199,55,174,50,197,75,202,81,55,79,137,18
2020-04-17,5186,70,414,171,40,206,5,50,36,1615,10,99,77,52,156,470,72,43,20,159,48,205,55,176,53,201,75,221,91,57,80,141,18
2020-04-18,5212,70,414,172,40,206,5,50,36,1621,12,101,77,52,156,470,72,43,20,159,48,207,55,176,53,201,76,228,96,57,80,141,18
